"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.19452673939778e-30,1.29898366132059,0.719,0.276,1.53624263137065e-27,"26","Myo16"
2.13886549739994e-28,1.35355317175651,0.748,0.348,5.30438643355184e-26,"26","Cpne8"
8.4042177500862e-26,1.07257745730191,0.827,0.4,2.08424600202138e-23,"26","Hpcal1"
5.21943940145026e-25,1.14387384235347,0.727,0.306,1.29442097155966e-22,"26","Trpc4"
4.29585815588878e-23,0.46263035232018,0.698,0.277,1.06537282266042e-20,"26","Vat1l"
3.21077077086619e-20,0.666275022515726,0.842,0.44,7.96271151174816e-18,"26","Gucy1a1"
3.87583819960941e-14,0.954550340734758,0.489,0.211,9.61207873503133e-12,"26","Zfpm2"
5.76748026580848e-14,0.600026855185018,0.597,0.27,1.4303351059205e-11,"26","Cntnap4"
7.88392289759251e-14,1.62823219574428,0.245,0.075,1.95521287860294e-11,"26","Pkib"
1.26774898284566e-13,0.386862852404963,0.806,0.46,3.14401747745723e-11,"26","Pip5k1b"
4.94681942956231e-12,0.368514006662284,0.446,0.197,1.22681121853145e-09,"26","Cd24a"
7.37555870320155e-11,0.74884185165348,0.489,0.231,1.82913855839398e-08,"26","Cntnap5b"
1.49627800381575e-10,0.439428136451245,0.597,0.303,3.71076944946306e-08,"26","Bdnf"
3.24608848589325e-10,0.473928193438434,0.878,0.561,8.05029944501526e-08,"26","Fhod3"
7.6933146208062e-08,0.290361218794395,0.978,0.76,1.90794202595994e-05,"26","Arc"
6.57395910769192e-07,0.547559435290883,0.432,0.234,0.00016303418587076,"26","Galnt14"
1.87074784481942e-05,0.456347889516139,0.36,0.2,0.00463945465515216,"26","Syt2"
0.00198470171820912,0.388979033860484,0.381,0.258,0.492206026115863,"26","Unc13c"
